id,nombre,organismo,jurisdiccion,nivel_jurisdiccion,categoria,url_oficial,tipo_recurso,fecha_consulta,situacion_actual,fecha_apertura,fecha_cierre,recurrente,proxima_convocatoria_conocida,proxima_revision,fuente_primaria,url_anterior,resultado_url,nueva_url_oficial,observaciones
rio-universidad,"Becas, ayudas y subvenciones universitarias",Gobierno de La Rioja,La Rioja,universidad/organismo,Universidad,https://www.larioja.org/universidad/es/becas-ayudas-subvenciones,subvención,2026-09-20,POR VERIFICAR,,,POR VERIFICAR,,2026-09-27,POR VERIFICAR,https://www.larioja.org/universidad/es/becas-ayudas-subvenciones,POR VERIFICAR,,"Base original: Punto oficial de consulta de convocatorias autonómicas para estudios universitarios y educación superior. | Quién: Personas o familias residentes en La Rioja que cumplan los requisitos del procedimiento oficial. | Documentos: Solicitud, identificación y documentación de residencia, unidad familiar, ingresos o situación específica que exija el trámite. | Nota: Consultar la ficha oficial si se perciben otras ayudas para la misma finalidad. | Cuantía: Según requisitos, renta y convocatoria vigente"
ceu-libros,Gratuidad y reposición de libros y material didáctico,Ciudad Autónoma de Ceuta,Ceuta,comunidad autónoma,Libros y material,https://www.ceuta.es/ceuta/la-institucion/normativa/133-educacion-cultura-y-mujer/educacion/actividades-guia/ayudas-y-subvenciones/913-20-1-becas-y-ayudas-al-estudio-gestionadas-por-la-consejeria-de-educaci%C3%B3n%2C-cultura-y-mujer,programa,2026-09-20,POR VERIFICAR,,,POR VERIFICAR,,2026-09-27,POR VERIFICAR,https://www.ceuta.es/ceuta/la-institucion/normativa/133-educacion-cultura-y-mujer/educacion/actividades-guia/ayudas-y-subvenciones/913-20-1-becas-y-ayudas-al-estudio-gestionadas-por-la-consejeria-de-educaci%C3%B3n%2C-cultura-y-mujer,POR VERIFICAR,,Base original: Programa para alumnado desde segundo ciclo de Infantil hasta 4.º ESO según las líneas vigentes. | Quién: Alumnado de los niveles incluidos. | Documentos: Gestión mediante convocatoria/centro. | Nota: Comprobar ayudas estatales específicas para Ceuta y Melilla además del programa local. | Cuantía: Programa de gratuidad según nivel
ceu-familia,Título de familia numerosa,Ciudad Autónoma de Ceuta,Ceuta,comunidad autónoma,Familia,https://sede.ceuta.es/controlador/controlador?cmd=tramite&modulo=tramites&tramite=TDFN,POR CLASIFICAR,2026-09-20,POR VERIFICAR,,,POR VERIFICAR,,2026-09-27,POR VERIFICAR,https://sede.ceuta.es/controlador/controlador?cmd=tramite&modulo=tramites&tramite=TDFN,POR VERIFICAR,,"Base original: Ceuta tramita directamente el título. Dos hijos pueden ser suficientes en determinados supuestos, como cuando uno tiene discapacidad. | Quién: Familias que encajen en la normativa estatal y local de tramitación. | Documentos: Libro de Familia, identificación y acreditaciones específicas como discapacidad o estudios. | Nota: Permite acceder a beneficios estatales y locales cuando se cumplan sus condiciones. | Cuantía: Beneficios según programa"
ceu-apoyo-familiar-2026,Ayudas 2026 de apoyo familiar y conciliación,Ciudad Autónoma de Ceuta,Ceuta,comunidad autónoma,Familia,https://sede.ceuta.es/controlador/controlador?cmd=tramite&modulo=tramites&tramite=CSCT,convocatoria,2026-09-20,POR VERIFICAR,,,POR VERIFICAR,,2026-09-27,POR VERIFICAR,https://sede.ceuta.es/controlador/controlador?cmd=tramite&modulo=tramites&tramite=CSCT,POR VERIFICAR,,"Base original: Convocatoria autonómica de apoyo a familias para determinadas actividades y necesidades relacionadas con infancia, conciliación y participación social. | Quién: Personas o familias residentes en Ceuta que cumplan los requisitos del procedimiento oficial. | Documentos: Solicitud, identificación y documentación de residencia, unidad familiar, ingresos o situación específica que exija el trámite. | Nota: Consultar la ficha oficial si se perciben otras ayudas para la misma finalidad. | Cuantía: Según requisitos, renta y convocatoria vigente"
ceu-adaptacion-vivienda,Ayudas para adaptación de vivienda por discapacidad o dependencia,Ciudad Autónoma de Ceuta,Ceuta,comunidad autónoma,Vivienda,https://sede.ceuta.es/controlador/controlador?cmd=tramite&modulo=tramites&tramite=SATAH,POR CLASIFICAR,2026-09-20,POR VERIFICAR,,,POR VERIFICAR,,2026-09-27,POR VERIFICAR,https://sede.ceuta.es/controlador/controlador?cmd=tramite&modulo=tramites&tramite=SATAH,POR VERIFICAR,,"Base original: Ayudas destinadas a actuaciones de adaptación del hogar para mejorar la accesibilidad y autonomía de personas con discapacidad o dependencia, conforme al procedimiento local-autonómico. | Quién: Personas o familias residentes en Ceuta que cumplan los requisitos del procedimiento oficial. | Documentos: Solicitud, identificación y documentación de residencia, unidad familiar, ingresos o situación específica que exija el trámite. | Nota: Consultar la ficha oficial si se perciben otras ayudas para la misma finalidad. | Cuantía: Según requisitos, renta y convocatoria vigente"
ceu-bono-alquiler-joven,Bono Alquiler Joven 2026,Ciudad Autónoma de Ceuta,Ceuta,comunidad autónoma,Vivienda,https://sede.ceuta.es/controlador/controlador?cmd=tramite&modulo=tramites&tramite=BLJV,convocatoria,2026-09-20,POR VERIFICAR,,,POR VERIFICAR,,2026-09-27,POR VERIFICAR,https://sede.ceuta.es/controlador/controlador?cmd=tramite&modulo=tramites&tramite=BLJV,POR VERIFICAR,,"Base original: Ayuda al alquiler para jóvenes residentes que cumplen los requisitos de edad, ingresos, vivienda y contrato establecidos en la convocatoria. | Quién: Personas o familias residentes en Ceuta que cumplan los requisitos del procedimiento oficial. | Documentos: Solicitud, identificación y documentación de residencia, unidad familiar, ingresos o situación específica que exija el trámite. | Nota: Consultar la ficha oficial si se perciben otras ayudas para la misma finalidad. | Cuantía: 250 € al mes durante el periodo reconocido en la convocatoria"
ceu-ayuda-domicilio,Servicio de ayuda a domicilio,Ciudad Autónoma de Ceuta,Ceuta,comunidad autónoma,Conciliación y cuidados,https://sede.ceuta.es/controlador/controlador?cmd=tramite&modulo=tramites&tramite=SSAAD,servicio,2026-09-20,POR VERIFICAR,,,POR VERIFICAR,,2026-09-27,POR VERIFICAR,https://sede.ceuta.es/controlador/controlador?cmd=tramite&modulo=tramites&tramite=SSAAD,POR VERIFICAR,,"Base original: Servicio social de apoyo en el domicilio para personas que necesitan ayuda en actividades de la vida diaria y cumplen los requisitos de acceso. | Quién: Personas o familias residentes en Ceuta que cumplan los requisitos del procedimiento oficial. | Documentos: Solicitud, identificación y documentación de residencia, unidad familiar, ingresos o situación específica que exija el trámite. | Nota: Consultar la ficha oficial si se perciben otras ayudas para la misma finalidad. | Cuantía: Servicio y aportación según valoración social"
ceu-teleasistencia,Servicio de teleasistencia domiciliaria,Ciudad Autónoma de Ceuta,Ceuta,comunidad autónoma,Conciliación y cuidados,https://sede.ceuta.es/controlador/controlador?cmd=tramite&modulo=tramites&tramite=SSDTD,servicio,2026-09-20,POR VERIFICAR,,,POR VERIFICAR,,2026-09-27,POR VERIFICAR,https://sede.ceuta.es/controlador/controlador?cmd=tramite&modulo=tramites&tramite=SSDTD,POR VERIFICAR,,"Base original: Servicio de apoyo y atención a distancia para personas que, por edad, discapacidad, dependencia o situación social, requieren una respuesta rápida ante incidencias. | Quién: Personas o familias residentes en Ceuta que cumplan los requisitos del procedimiento oficial. | Documentos: Solicitud, identificación y documentación de residencia, unidad familiar, ingresos o situación específica que exija el trámite. | Nota: Consultar la ficha oficial si se perciben otras ayudas para la misma finalidad. | Cuantía: Servicio según valoración y condiciones"
mel-eso,"Ayuda 2026-2027 para libros, material y transporte en ESO",Ciudad Autónoma de Melilla,Melilla,comunidad autónoma,Libros y material,https://sede.melilla.es/sta/CarpetaPublic/doEvent?APP_CODE=STA&DETALLE=6269000964090868807187&PAGE_CODE=CATALOGO,POR CLASIFICAR,2026-09-20,POR VERIFICAR,,,POR VERIFICAR,,2026-09-27,POR VERIFICAR,https://sede.melilla.es/sta/CarpetaPublic/doEvent?APP_CODE=STA&DETALLE=6269000964090868807187&PAGE_CODE=CATALOGO,POR VERIFICAR,,"Base original: Ayuda para gastos de libros de texto, material escolar y transporte de alumnado de Educación Secundaria Obligatoria. | Quién: Alumnado de ESO que cumpla condiciones de la convocatoria 2026-2027. | Documentos: Solicitud y documentación familiar/económica requerida. | Nota: Comprobar ayudas estatales para Ceuta/Melilla y evitar duplicidad de gasto. | Cuantía: Según convocatoria"
mel-familia,Beneficios de familia numerosa,Ciudad Autónoma de Melilla,Melilla,comunidad autónoma,Familia,https://www.melilla.es/melillaportal/contenedor.jsp?codMenu=306&codMenuPN=601&codMenuSN=2&codMenuTN=151&codResi=1&codbusqueda=179&language=es&layout=contenedor.jsp&seccion=s_fdes_d4_v1.jsp,POR CLASIFICAR,2026-09-20,POR VERIFICAR,,,POR VERIFICAR,,2026-09-27,POR VERIFICAR,https://www.melilla.es/melillaportal/contenedor.jsp?codMenu=306&codMenuPN=601&codMenuSN=2&codMenuTN=151&codResi=1&codbusqueda=179&language=es&layout=contenedor.jsp&seccion=s_fdes_d4_v1.jsp,POR VERIFICAR,,"Base original: Beneficios locales en educación, transporte, vivienda, cultura, ocio, tasas y precios públicos. | Quién: Familias con título vigente y requisitos de cada servicio. | Documentos: Título de familia numerosa y documentación específica de cada beneficio. | Nota: Puede sumarse a beneficios estatales si la norma específica no lo impide. | Cuantía: Bonificaciones variables; en determinados servicios 50 % general y 100 % especial"
mel-imi,Ingreso Melillense de Integración (IMI),Ciudad Autónoma de Melilla,Melilla,comunidad autónoma,Ingresos y prestaciones,https://www.melilla.es/melillaportal/contenedor.jsp?codMenu=30&codMenuPN=602&codMenuSN=609&codResi=1&contenido=205&language=es&nivel=1400&seccion=s_fdes_d4_v1.jsp&tipo=6,prestación,2026-09-20,POR VERIFICAR,,,POR VERIFICAR,,2026-09-27,POR VERIFICAR,https://www.melilla.es/melillaportal/contenedor.jsp?codMenu=30&codMenuPN=602&codMenuSN=609&codResi=1&contenido=205&language=es&nivel=1400&seccion=s_fdes_d4_v1.jsp&tipo=6,POR VERIFICAR,,"Base original: Programa de inclusión que combina una prestación económica con un proyecto de trabajo social para hogares en situación de exclusión o precariedad que cumplen los requisitos. | Quién: Personas o familias residentes en Melilla que cumplan los requisitos del procedimiento oficial. | Documentos: Solicitud, identificación y documentación de residencia, unidad familiar, ingresos o situación específica que exija el trámite. | Nota: Consultar la ficha oficial si se perciben otras ayudas para la misma finalidad. | Cuantía: Según unidad de convivencia, ingresos y plan de intervención"
mel-alquiler-2026,Ayudas al alquiler de vivienda privada 2026,Ciudad Autónoma de Melilla,Melilla,comunidad autónoma,Vivienda,https://www.melilla.es/melillaportal/contenedor.jsp?codMenu=514&codMenuPN=602&codResi=1&contenido=31005&language=es&nivel=1400&seccion=s_fdoc_d4_v1.jsp&tipo=5,subvención,2026-09-20,POR VERIFICAR,,,POR VERIFICAR,,2026-09-27,POR VERIFICAR,https://www.melilla.es/melillaportal/contenedor.jsp?codMenu=514&codMenuPN=602&codResi=1&contenido=31005&language=es&nivel=1400&seccion=s_fdoc_d4_v1.jsp&tipo=5,POR VERIFICAR,,"Base original: Convocatoria 2026 de subvenciones para contribuir al pago del alquiler de vivienda privada en Melilla. | Quién: Personas o familias residentes en Melilla que cumplan los requisitos del procedimiento oficial. | Documentos: Solicitud, identificación y documentación de residencia, unidad familiar, ingresos o situación específica que exija el trámite. | Nota: Consultar la ficha oficial si se perciben otras ayudas para la misma finalidad. | Cuantía: Según renta, situación y límites de la convocatoria 2026"
mel-universidad-2026,Ayudas 2026 para matrícula universitaria,Ciudad Autónoma de Melilla,Melilla,universidad/organismo,Universidad,https://sede.melilla.es/sta/Relec/CatalogDetail?PAGE_CODE=PTS2_HOME&action=make&dboidProcedure=6262601131955286307187&dboidRequest=6269001131957780307187,convocatoria,2026-09-20,POR VERIFICAR,,,POR VERIFICAR,,2026-09-27,POR VERIFICAR,https://sede.melilla.es/sta/Relec/CatalogDetail?PAGE_CODE=PTS2_HOME&action=make&dboidProcedure=6262601131955286307187&dboidRequest=6269001131957780307187,POR VERIFICAR,,"Base original: Ayudas de la Ciudad Autónoma vinculadas a gastos de matrícula universitaria, sujetas a la convocatoria y requisitos vigentes. | Quién: Personas o familias residentes en Melilla que cumplan los requisitos del procedimiento oficial. | Documentos: Solicitud, identificación y documentación de residencia, unidad familiar, ingresos o situación específica que exija el trámite. | Nota: Consultar la ficha oficial si se perciben otras ayudas para la misma finalidad. | Cuantía: Según requisitos, renta y convocatoria vigente"
mel-master-2026,Becas 2026 para estudios de máster,Ciudad Autónoma de Melilla,Melilla,universidad/organismo,Universidad,https://www.melilla.es/melillaPortal/contenedor.jsp?codMenu=610&codMenuPN=602&contenido=45847&nivel=1400&seccion=s_fnot_d4_v1.jsp&tipo=8,beca,2026-09-20,POR VERIFICAR,,,POR VERIFICAR,,2026-09-27,POR VERIFICAR,https://www.melilla.es/melillaPortal/contenedor.jsp?codMenu=610&codMenuPN=602&contenido=45847&nivel=1400&seccion=s_fnot_d4_v1.jsp&tipo=8,POR VERIFICAR,,"Base original: Convocatoria de becas de la Ciudad Autónoma para apoyar estudios de máster, conforme a los requisitos y plazos publicados en 2026. | Quién: Personas o familias residentes en Melilla que cumplan los requisitos del procedimiento oficial. | Documentos: Solicitud, identificación y documentación de residencia, unidad familiar, ingresos o situación específica que exija el trámite. | Nota: Consultar la ficha oficial si se perciben otras ayudas para la misma finalidad. | Cuantía: Según requisitos, renta y convocatoria vigente"
